Document ID,Document name,Document URL,Case ID,Case name,Event ID,Event assigner,Language,Link working?,Link replaced?,Fixer,Link comment,To align with Sabin?
2994,Opinion,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2008/20080328_2008-167-FCR-463_opinion-1.pdf,7015,"Blue Wedges Inc. v. Minister for Environment, Heritage & the Arts (Federal Court of Australia, 2008)",No event ID,Marcus,,TRUE,,,,
3457,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBckFMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0f369641c338918c7dc8570759cd74c8bb9a86bb/l,7016,"Bock v. Moyne SC (Victoria Civil and Administrative Tribunal,  2010)",No event ID,Marcus,,TRUE,,,,
3456,Judgment,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcThMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7cd9934d94465c5b05a78ee4c5b6f75d78c3782d/6,7017,"Bulga Milbrodale Progress Association Inc. v. Minister for Planning & Infrastructure and Warkworth Mining Ltd. (New South Wales Land and Environment Court, 2013)",7755,Marcus,,TRUE,,,,
3455,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcTRMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--aa5190744a941d1a3227f3ea7083ed72e8d0dde4/l,7018,"Byron Shire Council v. Vaughan; Vaughan v. Byron Shire Council (Land and Environment Court of New South Wales, 2009)",No event ID,Marcus,,TRUE,,,,
3454,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcTBMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e76703962b72acd345ebae432e5cb9b0dd0c3b08/l,7020,"Campbell & Others v. Mornington Peninsula Shire Council (Victoria Civil and Administrative Tribunal, 2010)",No event ID,Marcus,,TRUE,,,,
3453,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcXdMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f30a3f0c8f6105916e823fa8a4b87c9f0cb85e96/l,7021,"Carey v. Murrindindi Shire Council (Victorian Civil and Administrative Tribunal, 2011)",No event ID,Marcus,,TRUE,,,,
3452,Judgment,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcXNMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--18981486ed72f855e521ed9c5384dd7ce6d11869/5,7022,"Clean Energy Regulator v. MT Solar Pty. Ltd. (Federal Court of Australia, 2013)",No event ID,Marcus,,TRUE,,,,
3451,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcW9MIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--739e0dc4b9bbd656b8a29c3358af33c69f58b036/l,7023,"Copley v. Logan City Council & Anor (Queensland Planning and Environment Court, 2012)",No event ID,Marcus,,TRUE,,,,
3450,Judgment,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcWtMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--997e281be484caf401e0dcb93667ed1e697f8e47/a,7024,"David Kettle Consulting v. Gosford City Council (New South Wales Land and Environment Court, 2008)",No event ID,Marcus,,TRUE,,,,
2993,Opinion,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2008/20080502_2008-NSWSC-244-Australia_opinion.pdf,7025,"Director of Public Prosecutions v. Fraser and O'Donnell (Supreme Court of New South Wales, Common Law Division, 2008)",No event ID,Marcus,,TRUE,,,,
2881,Decision,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2007/20070813_2007-158-LGERA-349-Australia_decision.pdf,7026,"Drake-Brockman v. Minister for Planning (Land and Environment Court of New South Wales, 2007)",No event ID,Marcus,,TRUE,,,,
3449,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcWdMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4d9e97d8313b5cff62506ee474deadd9a18d125d/l,7027,"Dual Gas Pty. Ltd. & Others v. Environment Protection Authority (Victoria Civil and Administrative Tribunal, 2012)",No event ID,Marcus,,TRUE,,,,
3448,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcWNMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4952705c11cbb4735bd801a56a2163bbd1aa009b/l,7028,"Edmond Golf Pty. Ltd. v. Frankston City Council (Victorian Civil and Administrative Tribunal, 2010)",No event ID,Marcus,,TRUE,,,,
3447,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcVlMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0ddf53230b736de1576c4f763b05d7e4d2ad86ce/l,7029,"Environment Victoria Inc. v. Department of Primary Industries (Victorian Civil and Administrative Tribunal, January 15, 2013)",No event ID,Marcus,,TRUE,,,,
3446,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcVVMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d7dc2c099400289368bd3089e3177706ebf86cff/l,7030,"Gippsland Coastal Board v. South Gippsland Shire Council (Victorian Civil and Administrative Tribunal, 2008)",No event ID,Marcus,,TRUE,,,,
2876,Decision,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2006/20061127_2006-152-LGERA-258-Australia_decision-1.pdf,7031,"Gray v. Minister for Planning (Land and Environment Court of New South Wales, 2006)",10499,Marcus,,TRUE,,,,
2875,Decision,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/1994/19941110_1994-86-LGERA-143-Australia_decision.pdf,7032,"Greenpeace Australia Ltd v. Redbank Power Co. (Land and Environment Court of New South Wales, 1994)",No event ID,Marcus,,TRUE,,,,
3445,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcVFMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4b5190074d7f232f99cd6a852648048cd4ca597f/G,7034,"Haughton v. Minister for Department of Planning & Others (Land and Environment Court of New South Wales, 2011)",No event ID,Marcus,,TRUE,,,,
3444,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcU1MIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--734d58765065c690874d8824664edbbe6c964a62/G,7035,"Hunter Community Environment Centre Inc. v. Minister for Planning and Delta Electricity (Land and Environment Court of New South Wales, 2012)",No event ID,Marcus,,TRUE,,,,
3443,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUlMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--292e00042ce1ab9e307264ff61480efdc03d6087/l,7036,"Ironstone Community Action Group Inc. v. NSW Minister for Planning and Duralie Coal Pty. Ltd. (New South Wales Land and Environment Court, 2011)",No event ID,Marcus,,TRUE,,,,
3442,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUVMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--794af28fb6dcc6d30bd6888b95568d8f8daf0598/l,7037,"Ison v. Richmond Valley Council (New South Wales Land and Environment Court, 2012)",No event ID,Marcus,,TRUE,,,,
3441,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUFMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--03af06e0cf1db2e7801ded2284193b47789567d1/l,7038,"Kala Developments Pty. Ltd. v. Surf Coast Shire Council (Victorian Civil and Administrative Tribunal, 2010 & 2011)",No event ID,Marcus,,TRUE,,,,
3440,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcDhMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--95930dfc85f4bc7b3cb229b0a1be3f218b88b29a/l,7038,"Kala Developments Pty. Ltd. v. Surf Coast Shire Council (Victorian Civil and Administrative Tribunal, 2010 & 2011)",No event ID,Marcus,,TRUE,,,,
3439,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcDRMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6cdd09fe59df26dd402067ba22eb38f8a85f698f/l,7039,"Kennedy (on behalf of Sandon Point Aboriginal Tent Embassy) v. Minister for Planning (NSW) (Land and Environment Court of New South Wales, 2010)",No event ID,Marcus,,TRUE,,,,
3438,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcDBMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3a536ec09af145f5bbfd464e82edbb36575eaf7e/9,7040,"Lester v. Minister for Planning and Infrastructure (Land and Environment Court New South Wales, 2011)",No event ID,Marcus,,TRUE,,,,
3437,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcHdMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f7d200339f6a4315f6ba3cc70f66381be5321da8/l,7041,"McCulloch v. Bass Coast Shire Council (Victoria Civil and Administrative Tribunal, 2007)",No event ID,Marcus,,TRUE,,,,
2866,Decision,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2008/20080924_2008-161-LGERA-423-Australia_decision.pdf,7042,"Minister for Planning v. Walker (Court of Appeal of the Supreme Court of New South Wales, 2008)",No event ID,Marcus,,TRUE,,,,
2992,Appellate decision,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2009/20091119_2009-VCAT-1022-2009-VCAT-2414-Australia_decision.pdf,7044,"Myers v. South Gippsland Shire Council (No 2) (Victorian Civil and Administrative Tribunal, 2009)",No event ID,Marcus,,TRUE,,,,
2865,Initial decision,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2009/20090622_2009-VCAT-1022-2009-VCAT-2414-Australia_decision.pdf,7044,"Myers v. South Gippsland Shire Council (No 2) (Victorian Civil and Administrative Tribunal, 2009)",No event ID,Marcus,,TRUE,,,,
3436,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcHNMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--72d5f4836b9fcf1e51ed836e7a7611111887ba72/1,7045,"Newton and Anor v. Great Lakes Council (New South Wales Land and Environment Court, 2013)",No event ID,Marcus,,TRUE,,,,
3435,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcG9MIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--bc9dab97abcb746267d0968da0e064f8fe0572b8/l,7046,"Northcape Properties v. District Council of Yorke Peninsula (South Australian Supreme court, 2008)",No event ID,Marcus,,TRUE,,,,
2861,Decision,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2009/20090925_2009-VCAT-1946_decision.pdf,7048,"Owen v. Casey City Council (Victorian Civil and Administrative Tribunal, 2009)",No event ID,Marcus,,TRUE,,,,
3434,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcGtMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7d388b5faced0fca7fd34506e49af197ecbae0da/l,7049,"Paul v. Goulburn  Murray Water Corporation & Others (Victorian Civil and Administrative Tribunal, 2010)",No event ID,Marcus,,TRUE,,,,
2991,Decision,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2007/20070727_2607_decision.pdf,7051,"Perry v. Hepburn Shire Council (Victorian Civil and Administrative Tribunal, 2007)",No event ID,Marcus,,TRUE,,,,
5717,Testimony at Hearing,http://climatecasechart.com/wp-content/uploads/sites/16/non-us-case-documents/2007/20070301_na_na-1.pdf,7052,"Petition To The Inter-American Commission on Human Rights Seeking Relief From Violations Resulting from Global Warming Caused By Acts and Omissions of the United States (Inter-American Commission on Human Rights, 2005)",No event ID,Marcus,,TRUE,,,,
5716,Testimony at Hearing,http://climatecasechart.com/wp-content/uploads/sites/16/non-us-case-documents/2007/20070301_na_na.pdf,7052,"Petition To The Inter-American Commission on Human Rights Seeking Relief From Violations Resulting from Global Warming Caused By Acts and Omissions of the United States (Inter-American Commission on Human Rights, 2005)",No event ID,Marcus,,TRUE,,,,
5715,Request for Hearing Granted,http://climatecasechart.com/wp-content/uploads/sites/16/non-us-case-documents/2007/20070201_na_reply-1.pdf,7052,"Petition To The Inter-American Commission on Human Rights Seeking Relief From Violations Resulting from Global Warming Caused By Acts and Omissions of the United States (Inter-American Commission on Human Rights, 2005)",No event ID,Marcus,,TRUE,,,,
5714,Request for Hearing,http://climatecasechart.com/wp-content/uploads/sites/16/non-us-case-documents/2007/20070115_na_na-1.pdf,7052,"Petition To The Inter-American Commission on Human Rights Seeking Relief From Violations Resulting from Global Warming Caused By Acts and Omissions of the United States (Inter-American Commission on Human Rights, 2005)",No event ID,Marcus,,TRUE,,,,
5713,Decision,http://climatecasechart.com/wp-content/uploads/sites/16/non-us-case-documents/2006/20061116_na_decision.pdf,7052,"Petition To The Inter-American Commission on Human Rights Seeking Relief From Violations Resulting from Global Warming Caused By Acts and Omissions of the United States (Inter-American Commission on Human Rights, 2005)",No event ID,Marcus,,TRUE,,,,
3433,Petition,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcGdMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--881e00db37811a9332909bb5889bed466a6499a2/f,7052,"Petition To The Inter-American Commission on Human Rights Seeking Relief From Violations Resulting from Global Warming Caused By Acts and Omissions of the United States (Inter-American Commission on Human Rights, 2005)",No event ID,Marcus,,TRUE,,,,
2990,Decision,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2004/20040311_2004-FCA-211_decision-1.pdf,7053,"Phosphate Resources Ltd v. The Commonwealth (Federal Court of Australia, 2004)",No event ID,Marcus,,TRUE,,,,
3432,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcGNMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c3d54e485013ec704cc600e053ed37fd2587758a/f,7055,"Rainbow Shores P/L v. Gympie Regional Council & Others (Planning and Environment Court of Queensland, 2013)",No event ID,Marcus,,TRUE,,,,
2856,Decision,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2004/20041029_2004-140-LGERA-100_decision.pdf,7056,"Re Australian Conservation Foundation v. Latrobe City Council (Victorian Civil and Administrative Tribunal, 2004)",No event ID,Marcus,,TRUE,,,,
3431,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcFlMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b6978a4e2a246b3eba9dfde2454012fe8a08e082/8,7058,"Rivers SOS Inc. v. Minister of Planning (Land and Environment Court, 2009)",No event ID,Marcus,,TRUE,,,,
3430,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcFVMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--03cf4bb6dd647dccb1387f756a3bc61c2ace09aa/f,7059,"Ronchi v. Wellington Shire Council (Victorian Civil and Administrative Tribunal, 2009)",No event ID,Marcus,,TRUE,,,,
3429,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcFFMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--97f1ac27a47628e537643f1d2cca98a5152b34f5/l,7062,"Smith v. Pittwater Council (Land and Environment Court of New South Wales, 2013)",No event ID,Marcus,,TRUE,,,,
3428,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcE1MIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a37cf94362bf96cb33bf2fd30568d3d4afeb549b/l,7063,"Suburban Blue Print Pty. Ltd. v. Hobsons Bay City Council (Victorian Civil and Administrative Tribunal, 2010)",No event ID,Marcus,,TRUE,,,,
2851,Decision,https://www.informea.org/sites/default/files/court-decisions/COU-156702.pdf,7064,"Taip v. East Gippsland Shire Council (Victorian Civil and Administrative Tribunal, 2010)",No event ID,Marcus,,TRUE,,,,
2850,Decision,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2007/20070201_2007-161-LGERA-1_decision.pdf,7065,"Taralga Landscape Guardians Inc. v. Minister for Planning (Land and Environment Court of New South Wales, 2007)",No event ID,Marcus,,TRUE,,,,
3427,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcElMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--911ac15f6161a63b6f291ec8dafc1c75f6b12e41/l,7066,Tauschke v. East Gippsland Shire Council (Victorian Civil and Administrative Tribunal  VCAT 2231),No event ID,Marcus,,TRUE,,,,
2847,Decision,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2006/20060606_2006-151-LGERA-1_decision.pdf,7068,"Thornton v. Adelaide Hill Council (Environment, Resources and Development Court of South Australia, 2006)",No event ID,Marcus,,TRUE,,,,
3426,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcEVMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1e31b360f59542f9d64386c402d0fbcdff6bbea6/l,7069,"W & B Cabinets v. Casey City Council (Victoria Civil and Administrative Tribunal, 2009)",No event ID,Marcus,,TRUE,,,,
3425,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcEFMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--aa83d2398fdd462336f83d69a051c9f4dc9b5c53/l,7070,"Wade v. Warrnambool City Council & Anor (Victorian Civil and Administrative Tribunal, 2009)",No event ID,Marcus,,TRUE,,,,
3424,Decision,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbzhMIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--012710a7ff271f3fcaf4057f676ec610f9424480/l,7071,"West Gippsland Catchment Management Authority v. East Gippsland Shire Council (Victorian Civil and Administrative Tribunal, 2010)",No event ID,Marcus,,TRUE,,,,
2843,Decision,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2006/20060616_2006-FCA-736_decision-1.pdf,7072,"Wildlife Preservation Society of Queensland Proserpine/Whitsundry Branch Inc. v. Minister for the Environment & Heritage (Federal Court of Australia, 2006)",No event ID,Marcus,,TRUE,,,,
2989,Decision,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2008/20080516_2008-FCA-670-_decision.pdf,7074,"Your Water Your Say Inc. v. Minister for the Environment, Heritage & the Arts (Federal Court of Australia, 2008)",No event ID,Marcus,,TRUE,,,,
2988,Decision,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2010/20100421_2010-VCAT-480_decision-1.pdf,7075,"Alanvale Pty. Ltd. v. Southern Rural Water Authority (Victorian Civil and Administrative Tribunal, 2010)",No event ID,Marcus,,TRUE,,,,
2841,Decision,http://blogs2.law.columbia.edu/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2010/20100120_2010-VCAT-60_decision.pdf,7076,"Cooke v. Greater Geelong City Council (Victorian Civil and Administrative Tribunal, 2010)",No event ID,Marcus,,TRUE,,,,
5037,Appeal,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcU1PIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d239f486fd0208aeb87f337a394b883d22d3ccb2/VZW_2021_Appeal.pdf,7077,"VZW Klimaatzaak v. Kingdom of Belgium, et al. (Court of First Instance, Brussels, 2015)",No event ID,Marcus,,TRUE,,,,
4596,Brussels Court of First Instance Judgment (unofficial English translation by the Climate Litigation Network using DeepL Translate),http://climatecasechart.com/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2021/20210617_2660_judgment-1.pdf,7077,"VZW Klimaatzaak v. Kingdom of Belgium, et al. (Court of First Instance, Brussels, 2015)",9234,Marcus,,TRUE,,,,
4595,Brussels Court of First Instance Judgment,http://climatecasechart.com/climate-change-litigation/wp-content/uploads/sites/16/non-us-case-documents/2021/20210617_2660_judgment.pdf,7077,"VZW Klimaatzaak v. Kingdom of Belgium, et al. (Court of First Instance, Brussels, 2015)",9234,Marcus,,TRUE,,,,
