Id,Title,Geography ISO,Documents,Category,Events,Sectors,Instruments,Frameworks,Responses,Natural Hazards,Document Type,Year,Language,Keywords
1332,Presidential of the Republic of Indonesia Instruction Number 6 Year 2013 on Suspension of New Licenses and Improving Forest Governance of Primary Forest and Peatland,IDN,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaUVHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2edc173ca6e688a1d121c90f6282721aca9b0ca7/f|id,executive,25/12/2011|Presidential instruction issued||;25/12/2013|Moratorium extended||;07/08/2019|Moratorium extended||,LULUCF;Residential and Commercial,"Processes, plans and strategies|Governance",,Adaptation;Mitigation,,,2013,Indonesian,Redd+ And Lulucf;Forest;Moratorium
1332,Presidential of the Republic of Indonesia Instruction Number 6 Year 2013 on Suspension of New Licenses and Improving Forest Governance of Primary Forest and Peatland,IDN,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaUlHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8c435aa888628a4bbbef25307cab8c50b5be954a/f|en,executive,25/12/2011|Presidential instruction issued||;25/12/2013|Moratorium extended||;07/08/2019|Moratorium extended||,LULUCF;Residential and Commercial,"Processes, plans and strategies|Governance",,Adaptation;Mitigation,,,2013,English,Redd+ And Lulucf;Forest;Moratorium
1332,Presidential Instruction of the Republic of Indonesia Number 5 of 2019 concerning the termination of the granting of new permits and improvement of primary natural forest governance and peatlands,IDN,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaDhPIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b416447775144e2484a1d7f04e95f21ec6de92bb/Indonesia%20InPres%205-2019.pdf|id,executive,25/12/2011|Presidential instruction issued||;25/12/2013|Moratorium extended||;07/08/2019|Moratorium extended||,LULUCF;Residential and Commercial,"Processes, plans and strategies|Governance",,Adaptation;Mitigation,,,2019,Indonesian,Redd+ And Lulucf;Forest;Moratorium
8234,Regulation of the Minister of Energy and Mineral Resources of the Republic of Indonesia Number 12 of 2017 concerning Utilization of Renewable Energy Sources for Electric Power Provision,IDN,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcVlKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f78211846fbe5abf1f736bcd4c5d442504b678c7/f|,executive,30/01/2017|Regulation 12/2017 issued||;25/12/2017|Regulation issued||;28/02/2020|Amended||,Energy;Waste,Subsidies|Economic,,Mitigation,,Regulation,2017,Indonesian,Energy Supply;Fit
8234,Regulation of the Minister of Energy and Mineral Resources of the Republic of Indonesia Number 12 of 2017 concerning Utilization of Renewable Energy Sources for Electric Power Provision,IDN,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcDBNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--02da595824a5e8cab34c045dfacb2fd61694f2e6/2017%20MOEMR%2012%20of%202017_Renewable%20Energy%20Sources%20for%20Electricity%20Supply.pdf|id,executive,30/01/2017|Regulation 12/2017 issued||;25/12/2017|Regulation issued||;28/02/2020|Amended||,Energy;Waste,Subsidies|Economic,,Mitigation,,Regulation,2017,Indonesian,Energy Supply;Fit
9582,"Law of the Republic of Indonesia Number 31 of 2009 concerning Meteorology, Climatology, and Geophysics",IDN,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcGdNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--22b9b9cd9b24af29b845def0155eb89abca719c4/2009%20UU%20No.%2031%20of%202009%20Meterology%20Climatology%20and%20Geophysics.pdf|id,legislative,01/01/2009|Passed||,Environment;Other,"Standards, obligations and norms|Regulation;Capacity building|Governance;Processes, plans and strategies|Governance;Education, training and knowledge dissemination|Information",,Adaptation,,Law,2009,Indonesian,
9582,"Act 31 of 2009 About Meteorology, Climatology, and Geophysics",IDN,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcGtNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--01b23da345beb2a7d2d8e65f98fb59e167a1d6da/2009%20Act%2031%20of%202009_Meterology%20and%20Climate%20Law.docx|en,legislative,01/01/2009|Passed||,Environment;Other,"Standards, obligations and norms|Regulation;Capacity building|Governance;Processes, plans and strategies|Governance;Education, training and knowledge dissemination|Information",,Adaptation,,Act,2009,English,
9589,Government Regulation of the Republic of Indonesia Number 79 of 2014 on National Energy Policy,IDN,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUFNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--915154b97b127e2e63d6ffae0386002015da9166/2014%20PP%20No%2079%20of%202014%20National%20Energy%20Policy_EN.pdf|en,executive,01/01/2014|Approved||,Energy;Transportation,"Subsidies|Economic;Capacity building|Governance;Research & Development, knowledge generation|Information",,Mitigation,,Regulation,2014,English,Industry;Renewables;Transport;Subsidies;Agriculture;Energy
9589,Government Regulation of the Republic of Indonesia Number 79 of 2014 concerning National Energy Policy,IDN,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUVNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--50957a9fe0c1d2302c65581e3f8c77e8024daa9b/2014%20PP%20No%2079%20of%202014%20National%20Energy%20Policy.pdf|id,executive,01/01/2014|Approved||,Energy;Transportation,"Subsidies|Economic;Capacity building|Governance;Research & Development, knowledge generation|Information",,Mitigation,,Regulation,2014,Indonesian,Industry;Renewables;Transport;Subsidies;Agriculture;Energy
9593,Regulation of the Minister of Forestry of the Republic of Indonesia Number: P. 36/Menhut-II/2009 concerning Procedures for Licensing Business Utilization of Absorption and/or Storage of Carbon in Production Forests and Protection Forests,IDN,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcVVNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--599940d02177643b716d92efed4cac712c803d26/2009%20MOF%20Reg%2036%20of%202009%20Permitting%20for%20Using%20Carbon%20Sinks%20and%20Reservoirs%20in%20Forests.pdf|id,executive,01/01/2009|Approved||;01/01/2013|Approved||,LULUCF,"Standards, obligations and norms|Regulation;Nature based solutions and ecosystem restoration|Direct Investment;Processes, plans and strategies|Governance",,Adaptation;Mitigation,,Regulation,2009,Indonesian,Forest;Carbon Sink
9593,Regulation of the Minister of Forestry of the Republic of Indonesia Number: P.11/Menhut-II/2013 concerning Amendments to the Regulation of the Minister of Forestry Number P.36/Menhut-II/2009 concerning Procedures for Licensing Business Utilization of Absorption and/or Storage of Carbon in Production Forests and Protection Forests,IDN,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcVlNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--11c816f5112de05403904b8a66e47b7e6398bd0a/2013%20MOF%20Reg%2011%20of%202013_Amending%2036%20Menhut%20II%20of%202009%20on%20Procedures%20for%20Licensing%20Activities%20for%20Absorbing%20and%20Restoring%20Carbon%20in%20Forests.pdf|id,executive,01/01/2009|Approved||;01/01/2013|Approved||,LULUCF,"Standards, obligations and norms|Regulation;Nature based solutions and ecosystem restoration|Direct Investment;Processes, plans and strategies|Governance",,Adaptation;Mitigation,,Regulation,2013,Indonesian,Forest;Carbon Sink
10108,Government Regulation of the Republic of Indonesia Number 57 of 2016 concerning Amendments to Government Regulation Number 71 of 2014 concerning Protection and Management of Peat Ecosystems,IDN,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaUFPIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--22b157433d8ed537b49102923fd06d7962c8af6b/PP_NO_57_2016.pdf|id,executive,05/12/2016|Law passed||,LULUCF,"Standards, obligations and norms|Regulation",,Adaptation;Mitigation,,Regulation,2016,Indonesian,Peat;Land Use
10108,Government Regulation of the Republic of Indonesia No MOR 71 of 2014 concerning Protection and Management of Peat Ecosystems,IDN,http://extwprlegs1.fao.org/docs/pdf/ins174375.pdf|,executive,05/12/2016|Law passed||,LULUCF,"Standards, obligations and norms|Regulation",,Adaptation;Mitigation,,Regulation,2014,Indonesian,Peat;Land Use
1361,"Finance Act, 1992",IRL,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcmdKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f1ce557eda2800a1938586774476d0d66fa62738/f|,legislative,01/01/2013|Law passed,Transportation,Tax incentives|Economic,,Mitigation,,Act,1992,English,Energy Demand;Transportation
1361,Finance Act 2013,IRL,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcmtKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--585ddf140054ff02b151a2d1926d42f681c63926/f|,legislative,01/01/2013|Law passed,Transportation,Tax incentives|Economic,,Mitigation,,Act,2013,English,Energy Demand;Transportation
1369,"Motor Vehicles (Duties and Licences) Act, 2001",IRL,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcThKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9485b8d424b12937a352f5e578fe495b2d6677c5/f|,legislative,03/07/2001|Law passed||;25/12/2013|Last amendment||,Transportation,"Processes, plans and strategies|Governance",,Mitigation,,Act,2001,English,Energy Demand;Transportation
1369,Motor Vehicles (Duties and Licences) Act 2013,IRL,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBckFKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--80abb78ec26543cc701d9b3fa937ebac2ae01102/f|,legislative,03/07/2001|Law passed||;25/12/2013|Last amendment||,Transportation,"Processes, plans and strategies|Governance",,Mitigation,,Act,2013,English,Energy Demand;Transportation
2024,Climate Action and Low Carbon Development Act 2015,IRL,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbklJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f3e6a5e3d4af92a4808ca26dc589af91a7035913/f|en,legislative,10/12/2015|Law passed||;23/07/2021|Amendment approved||,Economy-wide;Transportation,"Processes, plans and strategies|Governance;MRV|Governance",Adaptation;Mitigation,Adaptation;Mitigation,,Act,2015,English,Adaptation;Institutions / Administrative Arrangements;Just Transition;Ban;Fossil Fuels Curbing Measures;Climate Justice
2024,Climate Action and Low Carbon Development (Amendment) Bill 2021,IRL,https://data.oireachtas.ie/ie/oireachtas/bill/2021/39/eng/ver_b/b39b21d.pdf|en,legislative,10/12/2015|Law passed||;23/07/2021|Amendment approved||,Economy-wide;Transportation,"Processes, plans and strategies|Governance;MRV|Governance",Adaptation;Mitigation,Adaptation;Mitigation,,Bill,2021,English,Adaptation;Institutions / Administrative Arrangements;Just Transition;Ban;Fossil Fuels Curbing Measures;Climate Justice
2024,Government approves landmark Climate Bill putting Ireland on the path to net-zero emissions by 2050,IRL,https://www.gov.ie/en/press-release/22e97-government-approves-landmark-climate-bill-putting-ireland-on-the-path-to-net-zero-emissions-by-2050/|en,legislative,10/12/2015|Law passed||;23/07/2021|Amendment approved||,Economy-wide;Transportation,"Processes, plans and strategies|Governance;MRV|Governance",Adaptation;Mitigation,Adaptation;Mitigation,,Press release,2021,English,Adaptation;Institutions / Administrative Arrangements;Just Transition;Ban;Fossil Fuels Curbing Measures;Climate Justice
10164,Petroleum and Other Minerals Development (Prohibition of Onshore Hydraulic Fracturing) Act 2017,IRL,https://data.oireachtas.ie/ie/oireachtas/act/2017/15/eng/enacted/a1517.pdf|en,legislative,06/07/2017|Approved||,Energy,"Standards, obligations and norms|Regulation",,Mitigation,,Act,2017,English,Ban;Fossil Fuels Curbing Measures
10164,Prohibition of Exploration and Extraction of Onshore Petroleum Bill 2016,IRL,https://data.oireachtas.ie/ie/oireachtas/bill/2016/37/eng/memo/b3716d-memo.pdf|en,legislative,06/07/2017|Approved||,Energy,"Standards, obligations and norms|Regulation",,Mitigation,,Bill,2016,English,Ban;Fossil Fuels Curbing Measures
1372,Protocol No. 463,ISR,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcFlIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8aecd62a71720e9989d4e5d2e6b67241ef6d32ee/f|,executive,08/02/2012|Law passed,Energy,"Standards, obligations and norms|Regulation",,Mitigation,,Protocol,2011,Hebrew,Energy Demand
1372,The Energy Sources Regulations (Minimal Energetic Efficiency for Indoor Light Bulb) 5771 - 2011*,ISR,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcGNIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--0938ffa12f0b0907029e75d8c48cd84f39835a3d/f|,executive,08/02/2012|Law passed,Energy,"Standards, obligations and norms|Regulation",,Mitigation,,Regulation,2011,English,Energy Demand
1377,"Energy Sources Regulations (Energy Efficiency and Information on Energy Consumption of Refrigeration Equipment), 2004.",ISR,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa0lIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--aea931e1ef6c897ecefb949d76bbc1b04c49a7b1/f|,executive,01/01/2004|Law passed,Energy,"Standards, obligations and norms|Regulation",,Mitigation,,Regulation,2004,Hebrew,Energy Demand
1377,Energy Resources Regulations (Energy Efficiency and Energy Information of Cooling Appliances) 5774 - 2004,ISR,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa01IIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--380d6419d25123f3f72c1d6fdd39e811c603c059/f|,executive,01/01/2004|Law passed,Energy,"Standards, obligations and norms|Regulation",,Mitigation,,Regulation,2004,English,Energy Demand
1378,"Energy Sources Regulations (Energy Efficiency of Electric Induction Engines), 2004",ISR,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdmtHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--947433082dd396fab7a833d2638c6de9bc3c4595/f|,executive,25/12/2004|Law passed,Energy,"Standards, obligations and norms|Regulation",,Mitigation,,Regulation,2004,Hebrew,Energy Demand
1378,Energy Resources Regulations (Energy Efficiency of Electrical Induction Motors) 5764 - 2004,ISR,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdm9HIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a02711ddef3cd8c93aacc504e8d07a2d60e64e9d/f|,executive,25/12/2004|Law passed,Energy,"Standards, obligations and norms|Regulation",,Mitigation,,Regulation,2004,English,Energy Demand
1380,"Energy Sources Regulations (conducting a survey to identify potential for energy conservation), 1993",ISR,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcFVHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3fc26241b219863fc669c21ee2c8a1fea04da755/f|,executive,25/12/1993|Law passed,Energy,"Standards, obligations and norms|Regulation;MRV|Governance",,Mitigation,,Regulation,1993,Hebrew,Energy Demand
1380,"Energy Resources Regulations (Performing a Study to Find a Potential to Energy Conservation), 5753-1993",ISR,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcFlHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b62e6de121bf53bd7f7fb797658799e615e29aeb/f|,executive,25/12/1993|Law passed,Energy,"Standards, obligations and norms|Regulation;MRV|Governance",,Mitigation,,Regulation,1993,English,Energy Demand
1381,"Energy Sources Law, 1989",ISR,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUlKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--d1d737bbf56ee65d9f8c96b8894b8beade73e4de/f|,legislative,31/12/1989|Law passed;14/03/2011|Last amendment,Energy,"Standards, obligations and norms|Regulation;MRV|Governance",,Mitigation,,Law,1989,Hebrew,Energy Demand
1381,"Energy Sources Law, 5750-1989",ISR,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcU1KIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--aad80e3c9980331494782897e7f3bb4bc40af899/f|,legislative,31/12/1989|Law passed;14/03/2011|Last amendment,Energy,"Standards, obligations and norms|Regulation;MRV|Governance",,Mitigation,,Law,1989,English,Energy Demand
10248,Decision 171 of the government dated 25.07.2021,ISR,https://www.gov.il/he/departments/policies/dec171_2021|he,executive,25/12/2021|Approved||,Economy-wide,"Standards, obligations and norms|Regulation;Capacity building|Governance;Processes, plans and strategies|Governance;MRV|Governance",,Mitigation,,Resolution,2021,Hebrew,
10248,Decision No. 542 of the government dated 20.09.2015,ISR,https://www.gov.il/he/Departments/policies/2015_dec542|he,executive,25/12/2021|Approved||,Economy-wide,"Standards, obligations and norms|Regulation;Capacity building|Governance;Processes, plans and strategies|Governance;MRV|Governance",,Mitigation,,Resolution,2015,Hebrew,
10251,"2030 waste strategy, circular economy 2050",ISR,https://www.gov.il/he/departments/guides/waste_strategy_2030_circular_economy_2050|he,executive,26/01/2021|Approved||,Waste,"Processes, plans and strategies|Governance",,Mitigation,,Strategy,,Hebrew,
10251,Ministry Unveils New Waste Strategy that is Both Environmental and Economic,ISR,https://www.gov.il/en/departments/news/ministry_unveils_new_waste_strategy_for_israel|en,executive,26/01/2021|Approved||,Waste,"Processes, plans and strategies|Governance",,Mitigation,,Press release,2021,English,
1385,National energy strategy: for a more competitive and sustainable energy,ITA,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaE1HIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--76ef762e995acedaa724541f478f6b4d776afd78/f|it,executive,08/03/2013|Law passed||;25/12/2017|Approved||,Energy;Industry;Residential and Commercial;Transportation,"Processes, plans and strategies|Governance;Research & Development, knowledge generation|Information",,Mitigation,,Strategy,2013,Italian,Institutions / Administrative Arrangements;Research And Development;Energy Supply;Energy Demand
1385,Italy's National Energy Strategy: For a more competitive and sustainable energy,ITA,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaFFHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9ea0c7985bd8e2cc31c27582a370ea3607064d40/f|en,executive,08/03/2013|Law passed||;25/12/2017|Approved||,Energy;Industry;Residential and Commercial;Transportation,"Processes, plans and strategies|Governance;Research & Development, knowledge generation|Information",,Mitigation,,Strategy,2013,English,Institutions / Administrative Arrangements;Research And Development;Energy Supply;Energy Demand
1385,Italy's National Energy Strategy 2017,ITA,https://www.mise.gov.it/images/stories/documenti/BROCHURE_ENG_SEN.PDF|en,executive,08/03/2013|Law passed||;25/12/2017|Approved||,Energy;Industry;Residential and Commercial;Transportation,"Processes, plans and strategies|Governance;Research & Development, knowledge generation|Information",,Mitigation,,Strategy,2017,English,Institutions / Administrative Arrangements;Research And Development;Energy Supply;Energy Demand
1391,Provisions for the formation of the annual and multi -year budget of the State (2008 Financial Law),ITA,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcFFKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a5b7f702337546914460ef1ee5a1a1f8c6a35b20/f|,legislative,25/12/2008|Law passed,Energy;Transportation,"Tax incentives|Economic;Processes, plans and strategies|Governance",,Mitigation,,Law,2008,Italian,Carbon Pricing;Energy Supply
1391,"Law 29 November 2007, n. 222 ""conversion into law, with modifications, of the decree-law 1 October 2007, n. 159, containing urgent interventions in economic-financial matters, for development and social equity""",ITA,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcFVKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--314d091312cbbde98d6bc61530698d2831613baf/f|,legislative,25/12/2008|Law passed,Energy;Transportation,"Tax incentives|Economic;Processes, plans and strategies|Governance",,Mitigation,,Law,2007,Italian,Carbon Pricing;Energy Supply
1391,"Decree 18 December 2008 Incentive of the production of electricity from renewable sources, pursuant to article 2, paragraph 150, of the law of 24 December 2007, n. 244.",ITA,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcFlKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--140826a8bd90bbb4a57dd167c045ef598e1665ae/f|,legislative,25/12/2008|Law passed,Energy;Transportation,"Tax incentives|Economic;Processes, plans and strategies|Governance",,Mitigation,,Decree,2008,Italian,Carbon Pricing;Energy Supply
1391,"Law 23 July 2009, n. 99 ""Provisions for the development and internationalization of businesses, as well as on energy""",ITA,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcGNKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--de9434f66ab0c41e399263ad16a9a24420be4766/f|,legislative,25/12/2008|Law passed,Energy;Transportation,"Tax incentives|Economic;Processes, plans and strategies|Governance",,Mitigation,,Law,2009,Italian,Carbon Pricing;Energy Supply
1393,"Law of 23 December 2000, n. 388 ""Provisions for the formation of the annual and multi -year budget of the State (financial law 2001)""",ITA,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcEFKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6444fbac6e2186afa7ae222e5fdfec3b44c183c2/f|,legislative,25/12/2010|Law passed||;29/12/2017|Last amendment||,Energy;LULUCF;Residential and Commercial;Transportation,"Subsidies|Economic;Tax incentives|Economic;Provision of climate funds|Direct Investment;Capacity building|Governance;Processes, plans and strategies|Governance;Research & Development, knowledge generation|Information",,Mitigation,,Law,2000,Italian,Institutions / Administrative Arrangements;Carbon Pricing;Energy Supply;Energy Demand;Redd+ And Lulucf;Transportation;Fossil Fuels
1393,"Law 27 December 2006, n. 296 ""Provisions for the formation of the annual and multi -year budget of the State (financial law 2007)""",ITA,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcEVKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--478d9513507b4c7f6dc2d77439c4e7ccbadadf73/f|,legislative,25/12/2010|Law passed||;29/12/2017|Last amendment||,Energy;LULUCF;Residential and Commercial;Transportation,"Subsidies|Economic;Tax incentives|Economic;Provision of climate funds|Direct Investment;Capacity building|Governance;Processes, plans and strategies|Governance;Research & Development, knowledge generation|Information",,Mitigation,,Law,2006,Italian,Institutions / Administrative Arrangements;Carbon Pricing;Energy Supply;Energy Demand;Redd+ And Lulucf;Transportation;Fossil Fuels
1393,"Law of 23 December 2009, n. 191. Provisions for the formation of the annual and multi -year budget of the state (financial law 2010)",ITA,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcElKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--90f61373a41b8248e2d853ceea643bdd92938c84/f|,legislative,25/12/2010|Law passed||;29/12/2017|Last amendment||,Energy;LULUCF;Residential and Commercial;Transportation,"Subsidies|Economic;Tax incentives|Economic;Provision of climate funds|Direct Investment;Capacity building|Governance;Processes, plans and strategies|Governance;Research & Development, knowledge generation|Information",,Mitigation,,Law,2009,Italian,Institutions / Administrative Arrangements;Carbon Pricing;Energy Supply;Energy Demand;Redd+ And Lulucf;Transportation;Fossil Fuels
1393,"Law 27 December 2017, n. 205 State forecast budget for the 2018 financial year and multi-year budget for the three-year period 2018-2020. (17G00222)",ITA,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcE1KIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--348567302c85bbf05e0ba58ccc3f03a8652937c3/f|,legislative,25/12/2010|Law passed||;29/12/2017|Last amendment||,Energy;LULUCF;Residential and Commercial;Transportation,"Subsidies|Economic;Tax incentives|Economic;Provision of climate funds|Direct Investment;Capacity building|Governance;Processes, plans and strategies|Governance;Research & Development, knowledge generation|Information",,Mitigation,,Law,2017,Italian,Institutions / Administrative Arrangements;Carbon Pricing;Energy Supply;Energy Demand;Redd+ And Lulucf;Transportation;Fossil Fuels
1394,"Criteria and methods to encourage the production of electricity by photovoltaic conversion of the sun source, in implementation of article 7 of Legislative Decree 29 December 2003, n. 387.",ITA,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaVVLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5b03af1eb044366f0a8fa0054d733fb700964b02/f|,executive,19/02/2007|Law passed,Energy;Residential and Commercial,,,Mitigation,,Criteria,2007,Italian,Energy Supply
1397,"L. 23 August 2004, n. 239 reorganization of the energy sector, as well as delegation to the government for the reorganization of the provisions in force on energy",ITA,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb3NKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--24b5cda122f230d2fc608c9c26b17a58e2cd2f55/f|,legislative,23/08/2004|Law passed,Energy,,,Mitigation,,Law,2004,Italian,Institutions / Administrative Arrangements;Energy Demand
1397,"Law 23 August 2004, n. 239 reorganization of the energy sector, as well as delegation to the government for the reorganization of the provisions in force on energy",ITA,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb3dKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4018ff58ad4b33b7825de52133128f41118f3a33/f|,legislative,23/08/2004|Law passed,Energy,,,Mitigation,,Law,2004,Italian,Institutions / Administrative Arrangements;Energy Demand
1400,"CIPE resolution December 19, 2002, n. 123/2002 review of the guidelines for national policies and measures to reduce greenhouse gas emissions (law n. 120/2002)",ITA,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2dKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7448d8c08fa7a7850aa98f57b304fffa229eae33/f|,executive,25/12/2002|Law passed,,"Institutional mandates|Governance;Processes, plans and strategies|Governance;MRV|Governance",,Mitigation,,Resolution,2002,Italian,Institutions / Administrative Arrangements
