Id,Title,Description,Geography ISO,Documents,Category,Events,Sectors,Instruments,Frameworks,Responses,Natural Hazards,Document Type,Year,Language,Keywords,Geography,Parent Legislation
1110.0,Spatial Planning Act,"Spatial Planning Act regulates the procedures for preparation, approval and amendment of general and detailed spatial development plans of settlements. The bylaws issued on the basis of the Spatial Planning Act lay down the standards of urban planning and development of land.  Based on the Spatial Planning Act was developed the National Concept for Spatial Development for 2013-2025 (5 November 2012), which outlines the directions for land-use planning, governance and protection of the national territory and creates preconditions for spatial orientation and coordination of sectorial policies. The main objective of the Concept is 'spatial co-ordination of the processes in the national territory through establishing a spatial and land-use planning base and a regulator for implementation of both regional planning and individual socio-economic sectoral planning at the national level in the context of the common European spatial development for the purposes of achieving complex integrated planning'. The Concept integrates climate change mitigation and adaptation concerns, especially through considering among the major directions of development of the agrarian and forestry sector 'sustainable use and management of natural resources - promotion of practices contributing to adaptation to climate change and compatible with protection and improvement of the environment, natural resources, soils and genetic diversity', taking into account the GHG emissions reduction potential of forests, as well as the importance of spatial planning for improving climate adaptation capacity (e.g. reduction of occurrence of natural disasters).",BGR,http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1110.pdf|bg,legislative,31/03/2001|Law passed;28/11/2014|Last amended,LULUCF;Urban,,,Adaptation;Disaster Risk Management,,Act,2017,Bulgarian,Adaptation;Institutions / Administrative Arrangements;Redd+ And Lulucf,,
1110.0,Spatial Planning Act,"Spatial Planning Act regulates the procedures for preparation, approval and amendment of general and detailed spatial development plans of settlements. The bylaws issued on the basis of the Spatial Planning Act lay down the standards of urban planning and development of land.  Based on the Spatial Planning Act was developed the National Concept for Spatial Development for 2013-2025 (5 November 2012), which outlines the directions for land-use planning, governance and protection of the national territory and creates preconditions for spatial orientation and coordination of sectorial policies. The main objective of the Concept is 'spatial co-ordination of the processes in the national territory through establishing a spatial and land-use planning base and a regulator for implementation of both regional planning and individual socio-economic sectoral planning at the national level in the context of the common European spatial development for the purposes of achieving complex integrated planning'. The Concept integrates climate change mitigation and adaptation concerns, especially through considering among the major directions of development of the agrarian and forestry sector 'sustainable use and management of natural resources - promotion of practices contributing to adaptation to climate change and compatible with protection and improvement of the environment, natural resources, soils and genetic diversity', taking into account the GHG emissions reduction potential of forests, as well as the importance of spatial planning for improving climate adaptation capacity (e.g. reduction of occurrence of natural disasters).",BGR,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbjRLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fd01878cf290d7cb2c51d845f8bf1c7667a402cb/1110translation.pdf|en,legislative,31/03/2001|Law passed;28/11/2014|Last amended,LULUCF;Urban,,,Adaptation;Disaster Risk Management,,Act,2017,English,Adaptation;Institutions / Administrative Arrangements;Redd+ And Lulucf,,
9495.0,Integrated Energy and Climate Plan of the Republic of Bulgaria 2021 - 2030,"The National Energy and Climate (ENCP) Plan is a ten-year integrated document mandated by the European Union to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets.  The measures of the plan aim : 1) to strengthen policy response and ensure that climate change adaptation is included in the legal framework; 2) to build adaptation capacity and develop financial, social and political guidelines on risk management; 3) to improve knowledge management, research, education and communication with stakeholders.In the context of decarbonisation, the objective is to increase the use of renewable sources in three main sectors which are electric power, transport and energy for heating and cooling.The ENCP set several measures to ensure energy efficiency and security : 1) the diversification of the supply of energy resources; 2) increasing the flexibility of the national energy system; 3) addressing constrained or disrupted supply of energy sources for the purpose of enhancing the resilience of regional and national energy systems; 4) improving interconnectivity and information security (cybersecurity).",BGR,https://ec.europa.eu/energy/sites/ener/files/documents/bg_final_necp_main_en.pdf|en,executive,24/12/2019|Approved||,Agriculture;Economy-wide;Energy;Health;Transportation;Urban;Waste;Water,"Tax incentives|Economic;Capacity building|Governance;Processes, plans and strategies|Governance;International cooperation|Governance;Education, training and knowledge dissemination|Information;Research & Development, knowledge generation|Information",,Adaptation;Mitigation,Flood;Erosion;Droughts;Earhquakes,Plan,2019,English,Buildings;Biodiversity;Biofuels;Biogas;Agriculture;Electricity,,
9495.0,Integrated Energy and Climate Plan of the Republic of Bulgaria 2021 - 2030.,"The National Energy and Climate (ENCP) Plan is a ten-year integrated document mandated by the European Union to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets.  The measures of the plan aim : 1) to strengthen policy response and ensure that climate change adaptation is included in the legal framework; 2) to build adaptation capacity and develop financial, social and political guidelines on risk management; 3) to improve knowledge management, research, education and communication with stakeholders.In the context of decarbonisation, the objective is to increase the use of renewable sources in three main sectors which are electric power, transport and energy for heating and cooling.The ENCP set several measures to ensure energy efficiency and security : 1) the diversification of the supply of energy resources; 2) increasing the flexibility of the national energy system; 3) addressing constrained or disrupted supply of energy sources for the purpose of enhancing the resilience of regional and national energy systems; 4) improving interconnectivity and information security (cybersecurity).",BGR,https://ec.europa.eu/energy/sites/ener/files/documents/bg_final_necp_main_bg.pdf|bg,executive,24/12/2019|Approved||,Agriculture;Economy-wide;Energy;Health;Transportation;Urban;Waste;Water,"Tax incentives|Economic;Capacity building|Governance;Processes, plans and strategies|Governance;International cooperation|Governance;Education, training and knowledge dissemination|Information;Research & Development, knowledge generation|Information",,Adaptation;Mitigation,Flood;Erosion;Droughts;Earhquakes,Plan,2019,Bulgarian,Buildings;Biodiversity;Biofuels;Biogas;Agriculture;Electricity,,
9961.0,National Strategic Development Plan 2019 - 2023,"The NSDP, promulgated by law, is a planning document detailing Cambodia's strategy to achieve a wide range of development targets over the period 2019-2023. These include a curbing of deforestation and a strenghtening of renewable energy sources.The document states the following goals with regard to climate change: Decentralization  of  functions  and  resources  to  sub-national  levels  to  strengthen ownership in order to ensure the sustainability of environmental and natural resourcesPromoting climate change resilience and facilitate the progress of building a society  that releases low carbon.Developing  a  roadmap  for  implementing  the  National Determined  Contributions (NDC) for the  implementation  of  the  United  Nations  Framework  Convention  on Climate Change",KHM,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdllOIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9b3a471d1b6554e906ba26b5c4742177b935511d/nsdp-2019-2023_en.pdf|en,legislative,25/07/2019|Approved||,Economy-wide,"Processes, plans and strategies|Governance",,Adaptation;Disaster Risk Management;Mitigation,,Law and Plan,2019,English,,,
9961.0,National Development Strategic Plan 2019-2023,"The NSDP, promulgated by law, is a planning document detailing Cambodia's strategy to achieve a wide range of development targets over the period 2019-2023. These include a curbing of deforestation and a strenghtening of renewable energy sources.The document states the following goals with regard to climate change: Decentralization  of  functions  and  resources  to  sub-national  levels  to  strengthen ownership in order to ensure the sustainability of environmental and natural resourcesPromoting climate change resilience and facilitate the progress of building a society  that releases low carbon.Developing  a  roadmap  for  implementing  the  National Determined  Contributions (NDC) for the  implementation  of  the  United  Nations  Framework  Convention  on Climate Change",KHM,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdmNOIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e6f04d06bbd604973d1fd3e6223d346f08d6d8be/nsdp-2019-2023_kh.pdf|km,legislative,25/07/2019|Approved||,Economy-wide,"Processes, plans and strategies|Governance",,Adaptation;Disaster Risk Management;Mitigation,,Law and Plan,2019,Khmer,,,
1816.0,Cameroon Vision 2035,"This document presents Cameroon's overall policy direction in pursuit of development. General objectives are: reducing poverty to minimal levels; becoming a middle-income country; becoming a newly industrialised country; and consolidating democracy and enhancing national unity. It was prepared by the Ministry of Economy, Planning and Regional Development.

Climate change is identified in Vision 2035 as one of the two major challenges to Cameroon's economy. Over exploitation of natural resources and environmental costs have been warned as it results in climate change threats; Cameroon is partly located in Sahel area with existing harmful effects of climate change: desert encroachment, increased temperatures, irregular seasons, sea level rise, floods, volcanism, landslides rock fall and toxic fumes. The document calls for reduction of greenhouse gases to tackle climate change as a key regional strategy for Cameroon. The Government of Cameroon pledges to seek high growth level while achieving Millennium Development Goals.

Under the tentative implementation schedule of Vision 2035, drafting and implementation of major environmental policy to fight against the climate change impact is planned for the phase one (2010-2019). Climate change control is listed as one of the three specific objectives for the phase two (2020-2027). Specific actions include protecting and ensuring sustainable management of forest ecosystems, fighting desert encroachment and promoting regional projects like the Niger Basin and the Lake Chad Basin.Diversification of energy source and replacement of fossil fuel with clean energy supplies is mentioned in the document without quantitative targets.",CMR,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaVlJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--7a436ad913dfaab273c6de015c6f68689f7e2844/f|,executive,01/06/2009|Law passed,Economy-wide;Energy;Industry;LULUCF;Water,"Institutional mandates|Governance;Processes, plans and strategies|Governance;International cooperation|Governance",,Adaptation,,Vision,2009,English,Adaptation;Energy Supply;Redd+ And Lulucf,,
1816.0,Cameroon Vision 20350,"This document presents Cameroon's overall policy direction in pursuit of development. General objectives are: reducing poverty to minimal levels; becoming a middle-income country; becoming a newly industrialised country; and consolidating democracy and enhancing national unity. It was prepared by the Ministry of Economy, Planning and Regional Development.

Climate change is identified in Vision 2035 as one of the two major challenges to Cameroon's economy. Over exploitation of natural resources and environmental costs have been warned as it results in climate change threats; Cameroon is partly located in Sahel area with existing harmful effects of climate change: desert encroachment, increased temperatures, irregular seasons, sea level rise, floods, volcanism, landslides rock fall and toxic fumes. The document calls for reduction of greenhouse gases to tackle climate change as a key regional strategy for Cameroon. The Government of Cameroon pledges to seek high growth level while achieving Millennium Development Goals.

Under the tentative implementation schedule of Vision 2035, drafting and implementation of major environmental policy to fight against the climate change impact is planned for the phase one (2010-2019). Climate change control is listed as one of the three specific objectives for the phase two (2020-2027). Specific actions include protecting and ensuring sustainable management of forest ecosystems, fighting desert encroachment and promoting regional projects like the Niger Basin and the Lake Chad Basin.Diversification of energy source and replacement of fossil fuel with clean energy supplies is mentioned in the document without quantitative targets.",CMR,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaWNJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8fc5805e67d47728d1f3b502306aaf37ce18958b/f|,executive,01/06/2009|Law passed,Economy-wide;Energy;Industry;LULUCF;Water,"Institutional mandates|Governance;Processes, plans and strategies|Governance;International cooperation|Governance",,Adaptation,,Vision,2009,French,Adaptation;Energy Supply;Redd+ And Lulucf,,
2062.0,Guidance Document - Heavy-duty Vehicle and Engine Greenhouse Gas Emission Regulations,The purpose of these Regulations is to reduce greenhouse gas emissions from heavy-duty vehicles and engines by establishing emission standards and test procedures that are aligned with the federal requirements of the United States.,CAN,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc3dKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2decc3b26ef574299098b1516d200e865417623b/f|,executive,22/02/2013|Law passed||;16/07/2015|Amended||;16/11/2018|Amended||,Transportation,"Standards, obligations and norms|Regulation",,Mitigation,,Regulation,2015,English,Transportation,,
2062.0,Heavy-duty Vehicle and Engine Greenhouse Gas Emission Regulations SOR/2013-24,The purpose of these Regulations is to reduce greenhouse gas emissions from heavy-duty vehicles and engines by establishing emission standards and test procedures that are aligned with the federal requirements of the United States.,CAN,https://laws-lois.justice.gc.ca/eng/regulations/sor-2013-24/page-1.html|en,executive,22/02/2013|Law passed||;16/07/2015|Amended||;16/11/2018|Amended||,Transportation,"Standards, obligations and norms|Regulation",,Mitigation,,Regulation,2018,English,Transportation,,
2063.0,Reduction of Carbon Dioxide Emissions from Coal-fired Generation of Electricity Regulations (SOR/2012-167)," These Regulations establish a regime for the reduction of carbon dioxide (CO2) emissions that result from the production of electricity by means of thermal energy using coal as a fuel, whether in conjunction with other fuels or not.These Regulations are divided into four Parts as follows: (a) Part 1 sets out a performance standard for the intensity of CO2 emissions from regulated units and provides for exceptions based on the substitution of units and for temporary exemptions in relation to emergencies and units integrated with carbon capture and storage systems;  (b) Part 2 sets out requirements for the reporting, sending, recording and retention of information; (c) Part 3 sets out quantification rules for determining the intensity of CO2 emissions from regulated units; and (d) Part 4 provides dates for the coming into force of these Regulations and, in particular, delays the coming into force of the performance standard in respect of standby units until January 1, 2030.",CAN,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc3NKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b6ba9cb20100533956c7c949cba342235f163aa4/f|,executive,25/12/2012|Law passed||;01/07/2015|Amended by the Climate Change Response (Zero Carbon) Amendment Act||;30/11/2018|Amended||,Energy;Transportation,"Standards, obligations and norms|Regulation;MRV|Governance",,Mitigation,,Regulation,2015,French,Energy Supply;Coal;Electricity,,
2063.0,Reduction of Carbon Dioxide Emissions from Coal-fired Generation of Electricity Regulations (SOR/2012-167)," These Regulations establish a regime for the reduction of carbon dioxide (CO2) emissions that result from the production of electricity by means of thermal energy using coal as a fuel, whether in conjunction with other fuels or not.These Regulations are divided into four Parts as follows: (a) Part 1 sets out a performance standard for the intensity of CO2 emissions from regulated units and provides for exceptions based on the substitution of units and for temporary exemptions in relation to emergencies and units integrated with carbon capture and storage systems;  (b) Part 2 sets out requirements for the reporting, sending, recording and retention of information; (c) Part 3 sets out quantification rules for determining the intensity of CO2 emissions from regulated units; and (d) Part 4 provides dates for the coming into force of these Regulations and, in particular, delays the coming into force of the performance standard in respect of standby units until January 1, 2030.",CAN,https://laws-lois.justice.gc.ca/eng/regulations/sor-2012-167/index.html|en,executive,25/12/2012|Law passed||;01/07/2015|Amended by the Climate Change Response (Zero Carbon) Amendment Act||;30/11/2018|Amended||,Energy;Transportation,"Standards, obligations and norms|Regulation;MRV|Governance",,Mitigation,,Regulation,2018,English,Energy Supply;Coal;Electricity,,
2064.0,Passenger Automobile and Light Truck Greenhouse Gas Emission Regulations (SOR/2010-201),The purpose of these Regulations is to reduce greenhouse gas emissions from passenger automobiles and light trucks by establishing emission standards and test procedures that are aligned with the federal requirements of the United States.  The Regulations set out:  (a) prescribed classes of vehicles for the purposes of section 149 of the Act;  (b) requirements respecting the conformity of passenger automobiles and light trucks with greenhouse gas emission standards for the purposes of section 153 of the Act;  (c) requirements respecting the conformity of fleets of passenger automobiles and light trucks with greenhouse gas emission standards and other requirements for carrying out the purposes of Division 5 of Part 7 of the Act; and  (d) a credit system for the purposes of section 162 of the Act ,CAN,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc2NKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--dcee92be7acf6f42c812a2cfc799918f029f9cd3/f|,executive,23/09/2010|Law passed||;19/09/2014|Amended by the Climate Change Response (Zero Carbon) Amendment Act||;16/11/2018|Amended||,Transportation,"Standards, obligations and norms|Regulation;Subsidies|Economic",,Mitigation,,Regulation,2015,French,Transportation,,
2064.0,Discussion Paper on the Mid-Term Evaluation of the Passenger Automobile and Light Truck Greenhouse Gas Emission Regulations,The purpose of these Regulations is to reduce greenhouse gas emissions from passenger automobiles and light trucks by establishing emission standards and test procedures that are aligned with the federal requirements of the United States.  The Regulations set out:  (a) prescribed classes of vehicles for the purposes of section 149 of the Act;  (b) requirements respecting the conformity of passenger automobiles and light trucks with greenhouse gas emission standards for the purposes of section 153 of the Act;  (c) requirements respecting the conformity of fleets of passenger automobiles and light trucks with greenhouse gas emission standards and other requirements for carrying out the purposes of Division 5 of Part 7 of the Act; and  (d) a credit system for the purposes of section 162 of the Act ,CAN,https://www.canada.ca/en/environment-climate-change/services/canadian-environmental-protection-act-registry/publications/automobile-truck-emission-regulations-discussion.html|en,executive,23/09/2010|Law passed||;19/09/2014|Amended by the Climate Change Response (Zero Carbon) Amendment Act||;16/11/2018|Amended||,Transportation,"Standards, obligations and norms|Regulation;Subsidies|Economic",,Mitigation,,Discussion Paper,2018,English,Transportation,,
2064.0,Passenger Automobile and Light TRUCK Greenhouse Gas Emission Regulations (SOR/2010-201),The purpose of these Regulations is to reduce greenhouse gas emissions from passenger automobiles and light trucks by establishing emission standards and test procedures that are aligned with the federal requirements of the United States.  The Regulations set out:  (a) prescribed classes of vehicles for the purposes of section 149 of the Act;  (b) requirements respecting the conformity of passenger automobiles and light trucks with greenhouse gas emission standards for the purposes of section 153 of the Act;  (c) requirements respecting the conformity of fleets of passenger automobiles and light trucks with greenhouse gas emission standards and other requirements for carrying out the purposes of Division 5 of Part 7 of the Act; and  (d) a credit system for the purposes of section 162 of the Act ,CAN,https://laws-lois.justice.gc.ca/eng/regulations/sor-2010-201/index.html|en,executive,23/09/2010|Law passed||;19/09/2014|Amended by the Climate Change Response (Zero Carbon) Amendment Act||;16/11/2018|Amended||,Transportation,"Standards, obligations and norms|Regulation;Subsidies|Economic",,Mitigation,,Regulation,2018,English,Transportation,,
2065.0,Renewable Fuels Regulations (SOR/2010-189),The Renewable Fuels Regulations (the Regulations) are a key element of the Government's Renewable Fuels Strategy. The objective of the Regulations is to reduce GHG emissions by mandating an average 5% renewable fuel content based on the gasoline volume. The Regulations are estimated to result in an incremental reduction of GHG emissions of about 1 MT CO2e per year over and above the reductions attributable to existing provincial requirements already in place. The Regulations fulfill the commitments under the Renewable Fuels Strategy of reducing GHG emissions from liquid petroleum fuels and create a demand for renewable fuels in Canada.,CAN,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc1VKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--557e8bdd1116ed5bb4dc3a45048ffb1e02954978/f|,executive,01/09/2010|Law passed||;25/10/2013|Amended||,Energy,"Standards, obligations and norms|Regulation",,Mitigation,,Regulation,2013,French,Energy Supply;Transportation;Biofuels,,
2065.0,Renewable Fuels Regulations (SOR/2010-189),The Renewable Fuels Regulations (the Regulations) are a key element of the Government's Renewable Fuels Strategy. The objective of the Regulations is to reduce GHG emissions by mandating an average 5% renewable fuel content based on the gasoline volume. The Regulations are estimated to result in an incremental reduction of GHG emissions of about 1 MT CO2e per year over and above the reductions attributable to existing provincial requirements already in place. The Regulations fulfill the commitments under the Renewable Fuels Strategy of reducing GHG emissions from liquid petroleum fuels and create a demand for renewable fuels in Canada.,CAN,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2010-189/index.html|en,executive,01/09/2010|Law passed||;25/10/2013|Amended||,Energy,"Standards, obligations and norms|Regulation",,Mitigation,,Regulation,2013,English,Energy Supply;Transportation;Biofuels,,
9538.0,Greenhouse Gas Reporting Program Canada's Greenhouse Gas Quantification Requirements,"This programme aims to gather information on the emission of greenhouse gases by industrial facilities, on the basis of section 46 of the Canadian Environmental Protection Act. According to the Canadian government, this programme helps to 1) support accurate tracking of GHG emissions, 2) contribute to policies and strategies related to climate change, industrial activities and energy use, and 3) provide a consistent, more precise picture of the issue, and contributes to solutions. ",CAN,https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVVNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--afbc5615d9a862f5ba90dd14768ff97f07098cc6/2017_GHGRP_Quantification_Requirements_EN_2017-12-21.pdf|en,executive,25/12/2004|Programme instituted||,Agriculture;Industry;Waste,Disclosure obligations|Regulation,,Mitigation,,Programme,2017,English,Industry;Energy Demand;Waste;Agriculture,,
9538.0,About the Greenhouse Gas Reporting Program,"This programme aims to gather information on the emission of greenhouse gases by industrial facilities, on the basis of section 46 of the Canadian Environmental Protection Act. According to the Canadian government, this programme helps to 1) support accurate tracking of GHG emissions, 2) contribute to policies and strategies related to climate change, industrial activities and energy use, and 3) provide a consistent, more precise picture of the issue, and contributes to solutions. ",CAN,https://www.canada.ca/en/environment-climate-change/services/climate-change/greenhouse-gas-emissions/facility-reporting/about.html|en,executive,25/12/2004|Programme instituted||,Agriculture;Industry;Waste,Disclosure obligations|Regulation,,Mitigation,,Programme,2019,English,Industry;Energy Demand;Waste;Agriculture,,
9540.0,Regulations Limiting Carbon Dioxide Emissions from Natural Gas-fired Generation of Electricity (SOR/2018-261),"These Regulations establish a regime for limiting carbon dioxide (CO2) emissions that result from the generation of electricity by means of thermal energy from the combustion of natural gas, whether in conjunction with other fuels, except coal, or not.",CAN,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2018-261/index.html|en,executive,29/11/2018|Passed||;01/01/2019|Amended||,Energy;Industry,"Standards, obligations and norms|Regulation",,Mitigation,,Regulation,2019,English,Gas;Electricity,,
9540.0,Regulations Limiting Carbon Dioxide Emissions from Natural Gas-fired Generation of Electricity (SOR/2018-261),"These Regulations establish a regime for limiting carbon dioxide (CO2) emissions that result from the generation of electricity by means of thermal energy from the combustion of natural gas, whether in conjunction with other fuels, except coal, or not.",CAN,https://laws-lois.justice.gc.ca/PDF/SOR-2018-261.pdf|en,executive,29/11/2018|Passed||;01/01/2019|Amended||,Energy;Industry,"Standards, obligations and norms|Regulation",,Mitigation,,Regulation,2019,French,Gas;Electricity,,
9541.0,Regulations Respecting Reduction in the Release of Methane and Certain Volatile Organic Compounds (Upstream Oil and Gas Sector) (SOR/2018-66),"These regulations impose requirements on the oil and gas sector in order to reduce emissions of methane and certain volatile organic compounds, and designate the contravention of certain of its provisions as serious offences by adding them to the schedule to the Regulations Designating Regulatory Provisions for Purposes of Enforcement (Canadian Environmental Protection Act, 1999). ",CAN,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2018-66/index.html|en,executive,04/04/2018|Passed||;01/01/2020|Amended||,Energy,"Standards, obligations and norms|Regulation",,Mitigation,,Regulation,2020,English,Oil;Gas;Methane,,
9541.0,Regulations Respecting Reduction in the Release of Methane and Certain Volatile Organic Compounds (Upstream Oil and Gas Sector) (SOR/2018-66),"These regulations impose requirements on the oil and gas sector in order to reduce emissions of methane and certain volatile organic compounds, and designate the contravention of certain of its provisions as serious offences by adding them to the schedule to the Regulations Designating Regulatory Provisions for Purposes of Enforcement (Canadian Environmental Protection Act, 1999). ",CAN,https://laws-lois.justice.gc.ca/PDF/SOR-2018-66.pdf|en,executive,04/04/2018|Passed||;01/01/2020|Amended||,Energy,"Standards, obligations and norms|Regulation",,Mitigation,,Regulation,2020,French,Oil;Gas;Methane,,
9542.0,"Fuel Charge Regulations (2018, c. 12, s. 187)",This document implements the fuel charge scheme enshrined into law by the Greenhouse Gas Pollution Pricing Act.,CAN,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2018-12187/index.html|en,executive,25/12/2018|Passed||;01/07/2019|Amended||,Buildings;Energy;Transportation;Waste,Tax incentives|Economic,,Mitigation,,Regulation,2020,English,Carbon Pricing;Fossil Fuels,,
9542.0,Regulations Amending the Fuel Charge Regulations: SOR/2019-265,This document implements the fuel charge scheme enshrined into law by the Greenhouse Gas Pollution Pricing Act.,CAN,http://www.gazette.gc.ca/rp-pr/p2/2019/2019-07-10/html/sor-dors265-eng.html|en,executive,25/12/2018|Passed||;01/07/2019|Amended||,Buildings;Energy;Transportation;Waste,Tax incentives|Economic,,Mitigation,,Regulation,2019,English,Carbon Pricing;Fossil Fuels,,
9543.0,Output-Based Pricing System Regulations (SOR/2019-266),"This document implement an output-based pricing system for industrial GHG emissions with respect to cov- ered facilities where industrial activities are engaged in.These Regulations set out 1) the manner in which a person responsible for a covered facility must, under Part 2 of the Act, provide a report that sets out the information with respect to the GHG emissions limit and cause the report to be verified; 2) the methods to quantify the GHGs from a covered facility and the production from each specified industrial activity engaged in at the covered facility; 3) the manner of determining the covered facility’s GHG emissions limit based on the facility’s production from each specified industrial activity and the applicable output-based standard; and 4) the manner in which compensation is provided for excess emissions and surplus credits are issued.",CAN,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2019-266/index.html|en,executive,25/12/2018|passed||;01/01/2019|Entry into force||;31/05/2020|Amended||,Energy;Industry,"Standards, obligations and norms|Regulation;MRV|Governance",,Mitigation,,Regulation,2022,English,Energy,,
9543.0,Output-Based Pricing System Regulations (SOR/2019-266),"This document implement an output-based pricing system for industrial GHG emissions with respect to cov- ered facilities where industrial activities are engaged in.These Regulations set out 1) the manner in which a person responsible for a covered facility must, under Part 2 of the Act, provide a report that sets out the information with respect to the GHG emissions limit and cause the report to be verified; 2) the methods to quantify the GHGs from a covered facility and the production from each specified industrial activity engaged in at the covered facility; 3) the manner of determining the covered facility’s GHG emissions limit based on the facility’s production from each specified industrial activity and the applicable output-based standard; and 4) the manner in which compensation is provided for excess emissions and surplus credits are issued.",CAN,https://laws-lois.justice.gc.ca/PDF/SOR-2019-266.pdf|en,executive,25/12/2018|passed||;01/01/2019|Entry into force||;31/05/2020|Amended||,Energy;Industry,"Standards, obligations and norms|Regulation;MRV|Governance",,Mitigation,,Regulation,2022,French,Energy,,
9544.0,Locomotive Emissions Regulations (SOR/2017-121),"This document regulates emissions from locomotives under the Railway Safety Act. The purpose of these Regulations is to 1) reduce emissions of nitrogen oxides, particulate matter, hydrocarbons, carbon monoxide and smoke resulting from the operation of locomotives; and 2) establish emission standards and test procedures for locomotives.",CAN,https://laws-lois.justice.gc.ca/eng/regulations/SOR-2017-121/index.html|en,executive,09/06/2017|Passed||,Transportation,"Standards, obligations and norms|Regulation",,Mitigation,,Regulation,2017,English,Train;Public Transport,,
9544.0,Locomotive Emissions Regulations (SOR/2017-121),"This document regulates emissions from locomotives under the Railway Safety Act. The purpose of these Regulations is to 1) reduce emissions of nitrogen oxides, particulate matter, hydrocarbons, carbon monoxide and smoke resulting from the operation of locomotives; and 2) establish emission standards and test procedures for locomotives.",CAN,https://laws-lois.justice.gc.ca/PDF/SOR-2017-121.pdf|en,executive,09/06/2017|Passed||,Transportation,"Standards, obligations and norms|Regulation",,Mitigation,,Regulation,2017,French,Train;Public Transport,,
9545.0,Vessel Pollution and Dangerous Chemicals Regulations (SOR/2012-69),This document regulates vessel pollution under the Canada Shipping Act of 2001. The document includes 1) rules on certification of GHG emissions for new diesel engines 2) a disposition on granting International Energy Efficiency Certificates to vessels that meet requirements set under chapter 4 of Annex VI to MARPOL. ,CAN,https://laws-lois.justice.gc.ca/PDF/SOR-2012-69.pdf|en,executive,30/03/2012|Passed||;19/12/2017|Amended||,Transportation,"Standards, obligations and norms|Regulation",,Mitigation,,Regulation,2021,French,Energy Demand;Transport;Shipping,,
9769.0,"Strategic Assessment of Climate Change Revised, October 2020","The Impact Assessment Act of 2019 replaces the Canadian Environmental Assessment Act, 2012. The Act provides the overall architecture for the federal environmental impact assessment regime in Canada. The Act broadens the scope of environmental impact assessments to include environmental, social, health and economic aspects. Section 22(1)(b)(i) requires that the body conducting the assessment must consider the extent to which the project may contribute to or hinder the Government of Canada's ability to meet its obligations and commitments in respect of climate change. Section 63(e) provides that in granting Ministerial approval to a designated project the relevant Minister must consider the extent to which the project may contribute to or hinder the Government of Canada's ability to meet its obligations and commitments in response of climate change.Pursuant to section 95 of the Act, Environment and Climate Change Canada published the Strategic Assessment of Climate Change in July 2020, which provides guidance on how assessments should be conducted.The Canadian government indicated in a June 2021 policy statement  its intention to phase out thermal coal mining by 2030 in order to meet the Impact Assessment Act's requirements with regard to the assessment of public interest of new projects.",CAN,https://www.canada.ca/en/services/environment/conservation/assessments/strategic-assessments/climate-change.html#toc3|en,legislative,28/08/2019|Law passed||;01/07/2020|Guidance on implementation published||,Cross Cutting Area;Energy,"Processes, plans and strategies|Governance",,Adaptation;Mitigation,,Strategic Assessment,2020,English,Energy Supply;Coal;Environmental Permit;Limits On Fossil Fuels;Coal Phase Out;Fossil Fuel Phase Out;Fossil Fuels Curbing Measures,,
