"Id","Name","External url","Language","Last verified on","Documentable id","Documentable type"
"3058","2015 amendment","","French","N/A","1073","Legislation"
"3057","full text in Dutch and French (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1073.pdf","French","03/02/2020","1073","Legislation"
"3056","2010 amendment (pdf)","","Bengali","N/A","1059","Legislation"
"3055","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1059.pdf","English","03/02/2020","1059","Legislation"
"3054","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1626.pdf","Slovak","03/02/2020","1626","Legislation"
"3053","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/MLTNational-Environment-Policy.pdf","English","03/02/2020","8504","Legislation"
"3052","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/04/Niue-Agriculture-Sector-Plan-2015-19.pdf","English","03/02/2020","8633","Legislation"
"3051","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/04/COK-NSDP-2016-2020.pdf","English","03/02/2020","8634","Legislation"
"3050","official presentation (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/04/Enhancing_the_Penetration_of_Non_Programmable_RES_Generation.pdf","English","03/02/2020","8639","Legislation"
"3049","full text (pdf)","","French","N/A","8643","Legislation"
"3048","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/law-on-air-pollution-protection-2012.pdf","Korean","03/02/2020","8524","Legislation"
"3047","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/PRKlaw-on-electric-power.pdf","Korean","03/02/2020","8525","Legislation"
"3046","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/SURelectricityact16.pdf","Dutch","03/02/2020","8523","Legislation"
"3045","full text (pdf)","https://www.nvebs.com/wp-content/uploads/2016/03/Elektriciteitswet-2016-zoals-goedgekeurd-door-DNA-dd-1-maart-2016.pdf","Dutch","03/02/2020","8523","Legislation"
"3044","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/PRKlaw-on-environment-protection.pdf","Korean","03/02/2020","8526","Legislation"
"3043","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/law-on-renewable-energy.pdf","Korean","03/02/2020","8528","Legislation"
"3042","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/PRKlaw-on-medium-and-small-power-plant-2007.pdf","Korean","03/02/2020","8527","Legislation"
"3041","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/BHRVision2030Englishlowresolution.pdf","English","03/02/2020","8531","Legislation"
"3040","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/LUXclimate-pact-municipalities.pdf","English","03/02/2020","8537","Legislation"
"3039","link to official journal","http://legilux.public.lu/eli/etat/leg/loi/2016/03/29/n7/jo","French","03/02/2020","8537","Legislation"
"3038","link to official journal","http://legilux.public.lu/eli/etat/leg/loi/2012/09/13/n1/jo","French","03/02/2020","8537","Legislation"
"3037","Full text (pdf)","","French","N/A","8538","Legislation"
"3036","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/OMN-environmental-law.pdf","English","03/02/2020","8540","Legislation"
"3035","full text (pdf)","http://extwprlegs1.fao.org/docs/pdf/oma98254E.pdf","English","03/02/2020","8540","Legislation"
"3034","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/LUXelectricity-market-law.pdf","French","03/02/2020","8541","Legislation"
"3033","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/LUX-NG-gas-market-law.pdf","French","03/02/2020","8542","Legislation"
"3032","link to official journal","http://legilux.public.lu/eli/etat/leg/loi/2015/06/19/n6/jo","French","03/02/2020","8542","Legislation"
"3031","link to official journal","http://legilux.public.lu/eli/etat/leg/loi/2017/12/15/a1097/jo","French","03/02/2020","8544","Legislation"
"3030","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/LUX-budget-2017.pdf","French","03/02/2020","8544","Legislation"
"3029","full text (PDF)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/LUX-sustainable-agriculture.pdf","French","03/02/2020","8545","Legislation"
"3028","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/LUX-fond-protection-environment.pdf","French","03/02/2020","8546","Legislation"
"3027","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/LUX-Agenda2030.pdf","French","03/02/2020","8549","Legislation"
"3026","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/OMN-oil-and-gas-law.pdf","English","03/02/2020","8550","Legislation"
"3025","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/QAT-national-vision-2030_English_v2.pdf","English","03/02/2020","8551","Legislation"
"3024","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/tyres-energy-eff-EU-CELEX3A32009R12223AEN3ATXT.pdf","English","03/02/2020","8566","Legislation"
"3023","link to document in all EU languages","http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1516634095318&uri=CELEX:32009R1222","English","03/02/2020","8566","Legislation"
"3022","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/tv-ecolabel-eu-CELEX3A32018D00593AEN3ATXT.pdf","English","03/02/2020","8568","Legislation"
"3021","link to document in all EU languages","http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2018.010.01.0017.01.ENG&toc=OJ:L:2018:010:TOC","English","03/02/2020","8568","Legislation"
"3020","link to document in all EU languages","http://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A32009D0300","English","03/02/2020","8568","Legislation"
"3019","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/labelling-office-EU-CELEX3A32008R01063AEN3ATXT.pdf","English","03/02/2020","8569","Legislation"
"3018","link to pdf in all EU languages","http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1516634095318&uri=CELEX:32008R0106","English","03/02/2020","8569","Legislation"
"3017","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/living-well-planet-EU-CELEX3A32013D13863AEN3ATXT.pdf","English","03/02/2020","8570","Legislation"
"3016","link to pdf in all EU languages","http://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1516647740078&uri=CELEX:32013D1386","English","03/02/2020","8570","Legislation"
"3015","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/EU-life-CELEX3A32013R12933AEN3ATXT.pdf","English","03/02/2020","8571","Legislation"
"3014","Link to pdf in all European languages","https://eur-lex.europa.eu/legal-content/EN/TXT/?qid=1516647740078&uri=CELEX:32013R1293","English","03/02/2020","8571","Legislation"
"3013","full text","http://prawo.sejm.gov.pl/isap.nsf/DocDetails.xsp?id=WDU20160000961","Polish","03/02/2020","8594","Legislation"
"3012","full text (pdf)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/03/D2016000096101.pdf","Polish","03/02/2020","8594","Legislation"
"3010","Link to related documents on official website","https://www.rvo.nl/onderwerpen/duurzaam-ondernemen/energieakkoord","Dutch","03/02/2020","9368","Legislation"
"3009","Link to official website","https://www.rijksoverheid.nl/documenten/convenanten/2013/09/06/energieakkoord-voor-duurzame-groei","Dutch","03/02/2020","9368","Legislation"
"3008","Annex","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/3001_annex%20EN.pdf","English","03/02/2020","3001","Legislation"
"3007","Full text (PDF)","","English","N/A","8614","Legislation"
"3006","Full text (PDF)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/04/niue_strategic_energy_road_map_2015-2025_updated_3.pdf","English","03/02/2020","8630","Legislation"
"3005","Full text (PDF)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1689%20German.pdf","German","02/02/2020","1689","Legislation"
"3004","Full text (PDF)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1689%20French.pdf","French","02/02/2020","1689","Legislation"
"3003","Full text (PDF)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/04/NIUE-biodiv-plan.pdf","English","02/02/2020","8632","Legislation"
"3002","Full text (PDF)","","French","N/A","1475","Legislation"
"3001","Full text (PDF)","","English","N/A","8753","Legislation"
"3000","press release","https://www.eerstekamer.nl/nieuws/20190528/klimaatwet_aangenomen_door_eerste","Dutch","02/02/2020","9367","Legislation"
"2998","Full text (PDF)","","Spanish","N/A","8932","Legislation"
"2997","Full text (PDF)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Dec_308_2016.pdf","Spanish","02/02/2020","9090","Legislation"
"2905","Full text (PDF)","http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2019/08/Ireland-CAP.pdf","English","11/12/2019","9365","Legislation"
"2904","Full text (PDF)","","English","N/A","9364","Legislation"
"2903","Full text (PDF)","","Spanish","N/A","9090","Legislation"
"2902","Link to official website","http://www.suin-juriscol.gov.co/viewDocument.asp?ruta=Decretos/30022853 ","Spanish","09/12/2019","9090","Legislation"
"2644","Full text","","","N/A","1228","Legislation"
"2643","Full text","","","N/A","1672","Legislation"
"2642","Full text","","","N/A","1230","Legislation"
"2641","Full text","","","N/A","8237","Legislation"
"2640","Full text","","","N/A","1232","Legislation"
"2639","Full text","","","N/A","1233","Legislation"
"2638","Full text - part 2","","","N/A","1234","Legislation"
"2637","Full text","","","N/A","1234","Legislation"
"2636","Full text","","","N/A","1235","Legislation"
"2635","Full text","","English","N/A","1687","Legislation"
"2634","Full text","","","N/A","1394","Legislation"
"2633","Full text","","","N/A","1394","Legislation"
"2632","Full text","","","N/A","1402","Legislation"
"2631","Full text","","","N/A","1396","Legislation"
"2630","English translation","","","N/A","1425","Legislation"
"2629","Full text","","","N/A","1425","Legislation"
"2628","Full text","","","N/A","1245","Legislation"
"2627","Full text","","","N/A","1246","Legislation"
"2626","Full text","","","N/A","1247","Legislation"
"2625","Full text","","","N/A","1248","Legislation"
"2624","Full text","","","N/A","1249","Legislation"
"2623","Full text","","","N/A","1250","Legislation"
"2622","Full text","","","N/A","1392","Legislation"
"2621","Full text","","","N/A","1252","Legislation"
"2620","Full text - programme","","","N/A","1060","Legislation"
"2619","Full text","","","N/A","1060","Legislation"
"2618","Full text","","","N/A","1255","Legislation"
"2617","Full text","","","N/A","1254","Legislation"
"2616","Full text","","","N/A","1257","Legislation"
"2615","Full text","","","N/A","1258","Legislation"
"2614","Full text","","","N/A","1796","Legislation"
"2613","Full text","","","N/A","1082","Legislation"
"2612","Full text","","","N/A","1263","Legislation"
"2611","Full text","","","N/A","1262","Legislation"
"2610","Full text","","","N/A","1262","Legislation"
"2609","Full text","","","N/A","1261","Legislation"
"2608","Full text","","","N/A","1265","Legislation"
"2607","Full text","","","N/A","1266","Legislation"
"2606","Full text","","","N/A","1268","Legislation"
"2605","Full text","","","N/A","1267","Legislation"
"2604","Full text","","","N/A","1269","Legislation"
"2603","Full text","","","N/A","1270","Legislation"
"2602","Full text","","","N/A","1271","Legislation"
"2601","Full text","","","N/A","1272","Legislation"
"2600","Full text","","","N/A","1274","Legislation"
"2599","Full text","","","N/A","1273","Legislation"
"2598","Full text","","","N/A","1275","Legislation"
"2597","Full text - Russian","","","N/A","4243","Legislation"
"2596","Full text - English","","","N/A","4243","Legislation"
"2595","Full text","","","N/A","1277","Legislation"
"2594","Full text","","","N/A","1280","Legislation"
"2593","Full text","","","N/A","1478","Legislation"
"2592","Full text","","","N/A","1281","Legislation"
"2591","Full text","","","N/A","1197","Legislation"
"2590","Full text","","","N/A","1285","Legislation"
"2589","Full text","","","N/A","1286","Legislation"
"2588","Full text","","","N/A","1287","Legislation"
"2587","Full text","","","N/A","1288","Legislation"
"2586","Full text","","","N/A","1289","Legislation"
"2585","Full text","","","N/A","1290","Legislation"
"2584","Full text","","","N/A","4284","Legislation"
"2583","Full text","","","N/A","1293","Legislation"
"2582","Full text","","","N/A","1294","Legislation"
"2581","Full text","","","N/A","4498","Legislation"
"2580","Full text","","","N/A","1480","Legislation"
"2579","Full text","","","N/A","1485","Legislation"
"2578","Full text - English","","","N/A","1299","Legislation"
"2577","Full text","","","N/A","1299","Legislation"
"2576","Full text","","","N/A","1301","Legislation"
"2575","Full text","","","N/A","1313","Legislation"
"2574","Full text","","","N/A","1189","Legislation"
"2573","Full text","","","N/A","1304","Legislation"
"2572","Full text","","","N/A","1305","Legislation"
"2571","Full text","","Spanish","N/A","1307","Legislation"
"2570","Full text","","","N/A","1283","Legislation"
"2569","Decree","","Spanish","N/A","1310","Legislation"
"2568","Full text","","","N/A","1309","Legislation"
"2567","Full text","","","N/A","4053","Legislation"
"2566","Full text","","","N/A","1314","Legislation"
"2565","Full text","","","N/A","1315","Legislation"
"2564","Full text","","","N/A","4817","Legislation"
"2563","Full text - part 3","","","N/A","1318","Legislation"
"2562","Full text - part 2","","","N/A","1318","Legislation"
"2561","Full text","","","N/A","1318","Legislation"
"2560","Full text","","","N/A","1319","Legislation"
"2559","Full text","","","N/A","1322","Legislation"
"2558","Full text","","","N/A","1324","Legislation"
"2557","full text - part 1","","English","N/A","1323","Legislation"
"2556","Full text - part 2","","","N/A","1323","Legislation"
"2555","Full text - part 3","","","N/A","1325","Legislation"
"2554","Full text - part 2","","","N/A","1325","Legislation"
"2553","Full text","","","N/A","1325","Legislation"
"2552","Full text","","","N/A","1326","Legislation"
"2551","full text (pdf)","","English","N/A","1327","Legislation"
"2550","Full text","","","N/A","4826","Legislation"
"2549","Full text","","","N/A","1536","Legislation"
"2548","Full text","","","N/A","1330","Legislation"
"2547","Full text","","","N/A","1539","Legislation"
"2546","Full text","","","N/A","4787","Legislation"
"2545","Full text","","","N/A","1590","Legislation"
"2544","Full text","","","N/A","2062","Legislation"
"2543","Full text","","","N/A","2063","Legislation"
"2542","Full text","","","N/A","1596","Legislation"
"2540","Full text","","","N/A","1340","Legislation"
"2539","Full text","","","N/A","2064","Legislation"
"2538","Full text","","","N/A","1342","Legislation"
"2537","Full text","","","N/A","2065","Legislation"
"2535","Amendment","","","N/A","4282","Legislation"
"2534","Full text","","","N/A","4282","Legislation"
"2533","Full text","","","N/A","1608","Legislation"
"2532","Full text","","","N/A","4461","Legislation"
"2531","Full text","","","N/A","1352","Legislation"
"2530","Full text","","","N/A","1351","Legislation"
"2529","Full text","","","N/A","4839","Legislation"
"2528","Full text","","","N/A","4841","Legislation"
"2527","Full text","","","N/A","1358","Legislation"
"2526","Full text","","","N/A","1357","Legislation"
"2525","Full text - part 2","","","N/A","1361","Legislation"
"2524","Full text","","","N/A","1361","Legislation"
"2523","Full text","","","N/A","8167","Legislation"
"2522","Full text","","","N/A","1363","Legislation"
"2521","Full text","","","N/A","1364","Legislation"
"2520","Full text","","","N/A","1366","Legislation"
"2519","Full text","","","N/A","1365","Legislation"
"2518","Full text","","","N/A","1367","Legislation"
"2517","Full text","","","N/A","1368","Legislation"
"2516","Full text","","","N/A","1369","Legislation"
"2515","Full text","","","N/A","1369","Legislation"
"2514","Full text","","","N/A","1370","Legislation"
"2513","Full text","","","N/A","1371","Legislation"
"2512","Full text","","","N/A","4803","Legislation"
"2511","Full text","","","N/A","1373","Legislation"
"2510","Full text","","","N/A","1375","Legislation"
"2509","Full text","","","N/A","4807","Legislation"
"2508","Full text","","","N/A","8168","Legislation"
"2507","Full text","","","N/A","8145","Legislation"
"2506","Full text","","","N/A","8234","Legislation"
"2505","Full text","","","N/A","8263","Legislation"
"2504","Full text","","","N/A","8264","Legislation"
"2503","English translation","","","N/A","1381","Legislation"
"2502","Full text","","","N/A","1381","Legislation"
"2501","Full text","","","N/A","8265","Legislation"
"2500","Full text","","","N/A","1383","Legislation"
"2499","Full text","","","N/A","1384","Legislation"
"2498","Full text","","","N/A","1609","Legislation"
"2497","Full text","","","N/A","1610","Legislation"
"2496","Full text","","","N/A","1387","Legislation"
"2495","Full text","","","N/A","1614","Legislation"
"2494","Full text","","","N/A","1611","Legislation"
"2493","Full text","","","N/A","1390","Legislation"
"2492","Full text","","","N/A","1253","Legislation"
"2491","Full text - part 4","","","N/A","1391","Legislation"
"2490","Full text - part 3","","","N/A","1391","Legislation"
"2489","Full text - part 2","","","N/A","1391","Legislation"
"2488","Full text","","","N/A","1391","Legislation"
"2487","Full text","","","N/A","1393","Legislation"
"2486","Full text","","","N/A","1393","Legislation"
"2485","Full text","","","N/A","1393","Legislation"
"2484","Full text","","","N/A","1393","Legislation"
"2483","Full text","","","N/A","1616","Legislation"
"2482","Full text","","","N/A","1627","Legislation"
"2481","Full text","","","N/A","1395","Legislation"
"2480","Amendment","","","N/A","1397","Legislation"
"2479","Full text","","","N/A","1397","Legislation"
"2478","Full text","","","N/A","1398","Legislation"
"2477","Full text","","","N/A","1400","Legislation"
"2476","Full text","","","N/A","1400","Legislation"
"2475","Full text","","","N/A","1401","Legislation"
"2474","Full text","","","N/A","1628","Legislation"
"2473","Full text","","","N/A","8278","Legislation"
"2472","Full text","","","N/A","1405","Legislation"
"2471","Full text","","","N/A","1302","Legislation"
"2470","Full text","","","N/A","1407","Legislation"
"2469","Full text","","","N/A","1408","Legislation"
"2468","Full text","","","N/A","1409","Legislation"
"2467","Full text","","","N/A","1410","Legislation"
"2466","Full text","","","N/A","1411","Legislation"
"2465","Full text","","","N/A","1414","Legislation"
"2464","Full text","","","N/A","2043","Legislation"
"2463","Full text","","","N/A","1415","Legislation"
"2462","Full text","","","N/A","1416","Legislation"
"2461","Full text","","","N/A","1308","Legislation"
"2460","Full text","","","N/A","1419","Legislation"
"2459","Full text","","","N/A","1418","Legislation"
"2458","Full text","","","N/A","1420","Legislation"
"2457","Full text","","","N/A","1422","Legislation"
"2456","Full text","","","N/A","1421","Legislation"
"2455","Full text (pdf)","","","N/A","1493","Legislation"
"2454","Full text","","","N/A","1424","Legislation"
"2453","Full text","","","N/A","1634","Legislation"
"2452","Full text","","","N/A","1426","Legislation"
"2451","Full text","","","N/A","8533","Legislation"
"2450","Full text","","","N/A","8266","Legislation"
"2449","Full text","","","N/A","1431","Legislation"
"2448","Full text","","","N/A","1431","Legislation"
"2447","Full text","","","N/A","1432","Legislation"
"2446","Summary","","","N/A","1251","Legislation"
"2445","Full text","","","N/A","1251","Legislation"
"2444","Full text","","","N/A","1433","Legislation"
"2443","Full text","","","N/A","1151","Legislation"
"2442","Full text (pdf)","","English","N/A","1437","Legislation"
"2441","Full text","","","N/A","1436","Legislation"
"2440","Full text","","","N/A","1438","Legislation"
"2439","Full text","","","N/A","8492","Legislation"
"2438","Full text","","","N/A","1441","Legislation"
"2437","Full text","","","N/A","1434","Legislation"
"2436","Amendment","","","N/A","1442","Legislation"
"2435","Full text","","","N/A","1442","Legislation"
"2434","Legislative bill","http://www.na.gov.pk/uploads/documents/1470842923_115.pdf","","23/10/0018","1532","Legislation"
"2433","Full text","","","N/A","1160","Legislation"
"2432","Full text","","","N/A","1446","Legislation"
"2431","Presentation","","","N/A","1447","Legislation"
"2430","Full text","","Spanish","N/A","1163","Legislation"
"2429","Full text","","","N/A","1452","Legislation"
"2428","Full text","","Thai","N/A","1710","Legislation"
"2427","#N/A","http://www.sat.gob.mx/Deduccion_inmediata_inversiones/Paginas/default.aspx(13-mar-18)","","03/09/2018","1453","Legislation"
"2426","Full text","","","N/A","1455","Legislation"
"2425","Full text","","","N/A","8269","Legislation"
"2424","Full text","","","N/A","1457","Legislation"
"2423","Full text - part 2","","","N/A","1458","Legislation"
"2422","Full text","","","N/A","1458","Legislation"
"2421","Full text","","","N/A","1445","Legislation"
"2420","Full text","","","N/A","1461","Legislation"
"2419","Full text","","","N/A","1460","Legislation"
"2418","Full text","","","N/A","1813","Legislation"
"2417","Full text","","","N/A","1465","Legislation"
"2416","Full text","","","N/A","1469","Legislation"
"2415","law 39-16 (full text)","","","N/A","1471","Legislation"
"2414","law 16-09 (full text)","","","N/A","1471","Legislation"
"2413","Full text","","","N/A","1470","Legislation"
"2412","Full text","","","N/A","1472","Legislation"
"2411","Full text","","","N/A","1448","Legislation"
"2410","Full text (pdf)","","","N/A","1551","Legislation"
"2409","Full text (2019 decree)","","","N/A","2044","Legislation"
"2408","Full text (2016 decree)","","","N/A","2044","Legislation"
"2407","Full text","","","N/A","2067","Legislation"
"2406","Full text","","","N/A","2046","Legislation"
"2405","Full text","","","N/A","1177","Legislation"
"2404","Full text","","","N/A","1483","Legislation"
"2403","Full text","","","N/A","1477","Legislation"
"2402","Full text","","","N/A","1484","Legislation"
"2401","Full text","","","N/A","4006","Legislation"
"2400","Full text","","","N/A","1486","Legislation"
"2399","Full text","","","N/A","1487","Legislation"
"2398","Full text","","","N/A","1488","Legislation"
"2397","Full text","","","N/A","1699","Legislation"
"2396","Full text","","","N/A","4352","Legislation"
"2395","Full text","","","N/A","1481","Legislation"
"2394","Full text","","","N/A","1492","Legislation"
"2393","Full text","","","N/A","1496","Legislation"
"2392","Full text","","","N/A","8603","Legislation"
"2391","1.264 decree (full text)","","","N/A","8574","Legislation"
"2390","1.315 decree (full text)","","","N/A","8574","Legislation"
"2389","Full text","https://www.boe.es/eli/es/l/2005/03/09/1/con","","30/08/0019","8574","Legislation"
"2388","Full text","","","N/A","1498","Legislation"
"2387","Full text","","Dutch","N/A","1499","Legislation"
"2386","Full text","","","N/A","1501","Legislation"
"2385","Full text","","","N/A","1505","Legislation"
"2384","Full text","","","N/A","1506","Legislation"
"2383","Full text","","","N/A","1506","Legislation"
"2382","Link to full text","https://www.rvo.nl/subsidies-regelingen/energie-investeringsaftrek-eia/wet-en-regelgeving-eia","","03/09/2018","1507","Legislation"
"2381","Full text","","","N/A","1508","Legislation"
"2380","Full text","","","N/A","8608","Legislation"
"2379","Full text","","","N/A","1511","Legislation"
"2378","Full text","","","N/A","1512","Legislation"
"2377","Full text","","","N/A","8454","Legislation"
"2376","Full text","","","N/A","1514","Legislation"
"2375","Full text","","Dutch","N/A","1504","Legislation"
"2374","Full text","","","N/A","1517","Legislation"
"2373","Full text - part 2","","","N/A","1196","Legislation"
"2372","Full text","","","N/A","1196","Legislation"
"2371","Full text","","","N/A","1516","Legislation"
"2370","Full text","","","N/A","1204","Legislation"
"2369","Full text","","","N/A","1521","Legislation"
"2368","Full text","","","N/A","1527","Legislation"
"2367","Full text","","","N/A","1528","Legislation"
"2366","Full text","","","N/A","1531","Legislation"
"2365","Full text","","","N/A","1530","Legislation"
"2364","Full text","","","N/A","1188","Legislation"
"2363","Full text","","","N/A","4007","Legislation"
"2362","Full text","","","N/A","1535","Legislation"
"2361","Full text","","","N/A","4013","Legislation"
"2360","Full text","","","N/A","1537","Legislation"
"2359","Full text","","","N/A","1538","Legislation"
"2358","Full text","","","N/A","4014","Legislation"
"2357","English summary","http://www.ym.fi/en-US/The_environment/Legislation_and_instructions/Climate_change_legislation","","03/09/2018","1220","Legislation"
"2356","Full text","","","N/A","1220","Legislation"
"2355","Full text - part 2","","","N/A","1541","Legislation"
"2354","Full text","","","N/A","1541","Legislation"
"2353","Full text","","","N/A","1542","Legislation"
"2352","Full text - part 2","","","N/A","1543","Legislation"
"2351","Full text","","","N/A","1543","Legislation"
"2350","Full text","","","N/A","1544","Legislation"
"2349","Full text to Order 24/2017 (PDF)","https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdVlNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f70e790f48d0fadfdc76e29534b3ea9b4934f1b7/2017%20EO%2024%20Climate%20Change%20Adaptation,%20Mitigation%20and%20Disaster%20Risk%20Reduction%20Cabinet%20Cluster.pdf","English","03/09/2018","1546","Legislation"
"2348","Full text","","","N/A","1545","Legislation"
"2347","Full text","","","N/A","1549","Legislation"
"2346","Full text","","","N/A","1533","Legislation"
"2345","Full text","","","N/A","1548","Legislation"
"2344","Full text","","","N/A","1550","Legislation"
"2343","Full text","","","N/A","1553","Legislation"
"2342","Full text","","","N/A","1725","Legislation"
"2341","Full text RA 9367","","English","N/A","1554","Legislation"
"2340","Full text","","","N/A","1557","Legislation"
"2339","Full text","","","N/A","1556","Legislation"
"2338","Full text","","","N/A","1555","Legislation"
"2337","Full text","","","N/A","1558","Legislation"
"2336","#N/A","http://dziennikustaw.gov.pl/du/2016/831(13-mar-18)","","03/09/2018","1561","Legislation"
"2335","Full text","","","N/A","4226","Legislation"
"2334","Full text","","","N/A","1562","Legislation"
"2333","Full text","","","N/A","1563","Legislation"
"2332","Full text","","","N/A","4031","Legislation"
"2331","Full text","","","N/A","1570","Legislation"
"2330","Full text","","","N/A","4052","Legislation"
"2329","Full text","","","N/A","4070","Legislation"
"2328","Full text","","","N/A","4131","Legislation"
"2326","Full text","","","N/A","4132","Legislation"
"2325","Full text","","","N/A","1575","Legislation"
"2324","Full text","","Romanian","N/A","1577","Legislation"
"2323","Full text","","","N/A","4378","Legislation"
"2322","Full text","","","N/A","1578","Legislation"
"2321","Full text","","","N/A","8487","Legislation"
"2320","Full text","","","N/A","1580","Legislation"
"2319","Full text","","","N/A","1581","Legislation"
"2318","Full text","","Romanian","N/A","1582","Legislation"
"2317","Full text - part 2","","","N/A","1584","Legislation"
"2316","Full text","","","N/A","1584","Legislation"
"2315","Full text","","","N/A","1583","Legislation"
"2314","Full text","","","N/A","1587","Legislation"
"2313","Full text","","","N/A","1586","Legislation"
"2312","Full text","","","N/A","1588","Legislation"
"2311","Full text","","","N/A","4381","Legislation"
"2310","Full text","","","N/A","4383","Legislation"
"2309","Full text","","","N/A","1456","Legislation"
"2308","Full text","","","N/A","1593","Legislation"
"2307","Full text","","","N/A","1559","Legislation"
"2306","Full text","","","N/A","4608","Legislation"
"2305","Full text","","","N/A","4726","Legislation"
"2304","Full text","","","N/A","1597","Legislation"
"2303","Full text","","","N/A","1567","Legislation"
"2302","Full text","","","N/A","1599","Legislation"
"2301","Full text","","","N/A","1601","Legislation"
"2300","Full text","","","N/A","1603","Legislation"
"2299","Full text","","","N/A","1605","Legislation"
"2298","Full text","","","N/A","1606","Legislation"
"2297","Full text","","","N/A","1604","Legislation"
"2296","Full text","","","N/A","1778","Legislation"
"2295","Full text","","","N/A","4727","Legislation"
"2294","Full text","","","N/A","4731","Legislation"
"2293","Full text","","","N/A","4761","Legislation"
"2292","Full text","","","N/A","4733","Legislation"
"2291","Full text","","","N/A","1612","Legislation"
"2290","Full text","","","N/A","1613","Legislation"
"2289","Full text","","","N/A","1237","Legislation"
"2288","Full text","","","N/A","4762","Legislation"
"2287","Full text","","","N/A","4763","Legislation"
"2286","Full text","","","N/A","1618","Legislation"
"2285","Full text","","","N/A","1617","Legislation"
"2284","Full text","","","N/A","1738","Legislation"
"2283","Full text","","","N/A","1620","Legislation"
"2282","Full text","","","N/A","1621","Legislation"
"2281","Full text","","","N/A","1622","Legislation"
"2280","Full text","","","N/A","1623","Legislation"
"2279","Full text","","","N/A","1624","Legislation"
"2278","Full text","","","N/A","1625","Legislation"
"2277","Full text 2","","","N/A","1746","Legislation"
"2276","Full text","","","N/A","1746","Legislation"
"2275","Full text","","","N/A","4764","Legislation"
"2274","Full text","","","N/A","4765","Legislation"
"2273","Full text","","","N/A","1629","Legislation"
"2272","Full text","","","N/A","1630","Legislation"
"2271","Full text","","","N/A","1631","Legislation"
